taxon_order,category,species_code,primary_com_name,sci_name,order,family,species_group,report_as,family_common
7035,species,refcor,red-faced cormorant,urile urile,suliformes,phalacrocoracidae,,,cormorants and shags
7036,species,pelcor,pelagic cormorant,urile pelagicus,suliformes,phalacrocoracidae,,,cormorants and shags
7039,species,palcor1,pallas's cormorant,urile perspicillatus,suliformes,phalacrocoracidae,,,cormorants and shags
7040,species,bancor1,bank cormorant,phalacrocorax neglectus,suliformes,phalacrocoracidae,,,cormorants and shags
7041,species,capcor1,cape cormorant,phalacrocorax capensis,suliformes,phalacrocoracidae,,,cormorants and shags
7042,species,grecor,great cormorant,phalacrocorax carbo,suliformes,phalacrocoracidae,,,cormorants and shags
7043,form,grecor6,great cormorant (dark-breasted),phalacrocorax carbo carbo/sinensis,suliformes,phalacrocoracidae,,grecor,cormorants and shags
7044,issf,grecor1,great cormorant (north atlantic),phalacrocorax carbo carbo,suliformes,phalacrocoracidae,,grecor,cormorants and shags
7045,issf,grecor2,great cormorant (australasian),phalacrocorax carbo novaehollandiae,suliformes,phalacrocoracidae,,grecor,cormorants and shags
7046,issf,grecor3,great cormorant (eurasian),phalacrocorax carbo sinensis/hanedae,suliformes,phalacrocoracidae,,grecor,cormorants and shags
7049,issf,grecor5,great cormorant (moroccan),phalacrocorax carbo maroccanus,suliformes,phalacrocoracidae,,grecor,cormorants and shags
7050,issf,grecor4,great cormorant (white-breasted),phalacrocorax carbo lucidus,suliformes,phalacrocoracidae,,grecor,cormorants and shags
7051,species,japcor1,japanese cormorant,phalacrocorax capillatus,suliformes,phalacrocoracidae,,,cormorants and shags
7052,slash,y01020,great/japanese cormorant,phalacrocorax carbo/capillatus,suliformes,phalacrocoracidae,,,cormorants and shags
7053,species,soccor1,socotra cormorant,phalacrocorax nigrogularis,suliformes,phalacrocoracidae,,,cormorants and shags
7054,species,sposha1,spotted shag,phalacrocorax punctatus,suliformes,phalacrocoracidae,,,cormorants and shags
7057,species,piisha1,pitt island shag,phalacrocorax featherstoni,suliformes,phalacrocoracidae,,,cormorants and shags
7058,species,indcor1,indian cormorant,phalacrocorax fuscicollis,suliformes,phalacrocoracidae,,,cormorants and shags
7059,slash,y00770,little/indian cormorant,microcarbo niger/phalacrocorax fuscicollis,suliformes,phalacrocoracidae,,,cormorants and shags
7060,species,libcor1,little black cormorant,phalacrocorax sulcirostris,suliformes,phalacrocoracidae,,,cormorants and shags
7061,species,piecor1,pied cormorant,phalacrocorax varius,suliformes,phalacrocoracidae,,,cormorants and shags
7064,species,blfcor1,black-faced cormorant,phalacrocorax fuscescens,suliformes,phalacrocoracidae,,,cormorants and shags
7065,species,eursha1,european shag,gulosus aristotelis,suliformes,phalacrocoracidae,,,cormorants and shags
7066,issf,eursha2,european shag (atlantic),gulosus aristotelis aristotelis,suliformes,phalacrocoracidae,,eursha1,cormorants and shags
7067,issf,eursha3,european shag (mediterranean),gulosus aristotelis desmarestii,suliformes,phalacrocoracidae,,eursha1,cormorants and shags
7068,issf,eursha4,european shag (moroccan),gulosus aristotelis riggenbachi,suliformes,phalacrocoracidae,,eursha1,cormorants and shags
7069,slash,y00769,great cormorant/european shag,phalacrocorax carbo/gulosus aristotelis,suliformes,phalacrocoracidae,,,cormorants and shags
7070,species,flicor1,flightless cormorant,nannopterum harrisi,suliformes,phalacrocoracidae,,,cormorants and shags
7071,species,doccor,double-crested cormorant,nannopterum auritum,suliformes,phalacrocoracidae,,,cormorants and shags
7076,slash,y00694,great/double-crested cormorant,phalacrocorax carbo/nannopterum auritum,suliformes,phalacrocoracidae,,,cormorants and shags
7077,species,neocor,neotropic cormorant,nannopterum brasilianum,suliformes,phalacrocoracidae,,,cormorants and shags
7080,hybrid,x00783,double-crested x neotropic cormorant (hybrid),nannopterum auritum x brasilianum,suliformes,phalacrocoracidae,,,cormorants and shags
7081,slash,y00833,double-crested/neotropic cormorant,nannopterum auritum/brasilianum,suliformes,phalacrocoracidae,,,cormorants and shags
7082,species,magcor1,magellanic cormorant,leucocarbo magellanicus,suliformes,phalacrocoracidae,,,cormorants and shags
7083,species,guacor1,guanay cormorant,leucocarbo bougainvillii,suliformes,phalacrocoracidae,,,cormorants and shags
7084,species,boisha1,bounty islands shag,leucocarbo ranfurlyi,suliformes,phalacrocoracidae,,,cormorants and shags
7085,species,rofsha1,new zealand king shag,leucocarbo carunculatus,suliformes,phalacrocoracidae,,,cormorants and shags
7086,species,brosha1,stewart island shag,leucocarbo chalconotus,suliformes,phalacrocoracidae,,,cormorants and shags
7087,issf,stisha1,stewart island shag (otago),leucocarbo chalconotus chalconotus,suliformes,phalacrocoracidae,,brosha1,cormorants and shags
7088,issf,stisha2,stewart island shag (foveaux),leucocarbo chalconotus stewarti,suliformes,phalacrocoracidae,,brosha1,cormorants and shags
7089,species,chisha1,chatham islands shag,leucocarbo onslowi,suliformes,phalacrocoracidae,,,cormorants and shags
7090,species,auisha1,auckland islands shag,leucocarbo colensoi,suliformes,phalacrocoracidae,,,cormorants and shags
7091,species,caisha2,campbell islands shag,leucocarbo campbelli,suliformes,phalacrocoracidae,,,cormorants and shags
7092,species,sogsha1,south georgia shag,leucocarbo georgianus,suliformes,phalacrocoracidae,,,cormorants and shags
7093,species,impcor1,imperial cormorant,leucocarbo atriceps,suliformes,phalacrocoracidae,,,cormorants and shags
7096,form,impcor2,imperial cormorant (blue-eyed),leucocarbo atriceps (blue-eyed),suliformes,phalacrocoracidae,,impcor1,cormorants and shags
7097,form,impcor3,imperial cormorant (king),leucocarbo atriceps (king),suliformes,phalacrocoracidae,,impcor1,cormorants and shags
7098,species,antsha1,antarctic shag,leucocarbo bransfieldensis,suliformes,phalacrocoracidae,,,cormorants and shags
7099,species,crosha1,crozet shag,leucocarbo melanogenis,suliformes,phalacrocoracidae,,,cormorants and shags
7100,species,kersha1,kerguelen shag,leucocarbo verrucosus,suliformes,phalacrocoracidae,,,cormorants and shags
7101,species,heisha1,heard island shag,leucocarbo nivalis,suliformes,phalacrocoracidae,,,cormorants and shags
7102,species,macsha1,macquarie shag,leucocarbo purpurascens,suliformes,phalacrocoracidae,,,cormorants and shags
7103,spuh,cormor1,cormorant sp.,phalacrocoracidae sp.,suliformes,phalacrocoracidae,,,cormorants and shags
7104,species,amwpel,american white pelican,pelecanus erythrorhynchos,pelecaniformes,pelecanidae,pelicans,,pelicans
7105,species,brnpel,brown pelican,pelecanus occidentalis,pelecaniformes,pelecanidae,,,pelicans
7106,issf,brnpel2,brown pelican (atlantic),pelecanus occidentalis carolinensis,pelecaniformes,pelecanidae,,brnpel,pelicans
7107,issf,brnpel3,brown pelican (california),pelecanus occidentalis californicus,pelecaniformes,pelecanidae,,brnpel,pelicans
7108,issf,brnpel1,brown pelican (southern),pelecanus occidentalis occidentalis/murphyi,pelecaniformes,pelecanidae,,brnpel,pelicans
7111,issf,brnpel4,brown pelican (galapagos),pelecanus occidentalis urinator,pelecaniformes,pelecanidae,,brnpel,pelicans
7112,species,perpel1,peruvian pelican,pelecanus thagus,pelecaniformes,pelecanidae,,,pelicans
7113,species,grwpel1,great white pelican,pelecanus onocrotalus,pelecaniformes,pelecanidae,,,pelicans
7114,species,auspel1,australian pelican,pelecanus conspicillatus,pelecaniformes,pelecanidae,,,pelicans
7115,species,pibpel1,pink-backed pelican,pelecanus rufescens,pelecaniformes,pelecanidae,,,pelicans
7116,species,spbpel1,spot-billed pelican,pelecanus philippensis,pelecaniformes,pelecanidae,,,pelicans
7117,species,dalpel1,dalmatian pelican,pelecanus crispus,pelecaniformes,pelecanidae,,,pelicans
7118,hybrid,x00842,great white x dalmatian pelican (hybrid),pelecanus onocrotalus x crispus,pelecaniformes,pelecanidae,,,pelicans
7119,spuh,pelica1,pelican sp.,pelecanus sp.,pelecaniformes,pelecanidae,,,pelicans
7120,species,shoebi1,shoebill,balaeniceps rex,pelecaniformes,balaenicipitidae,shoebill and hammerkop,,shoebill
7121,species,hamerk1,hamerkop,scopus umbretta,pelecaniformes,scopidae,,,hamerkop
7124,species,pinbit1,pinnated bittern,botaurus pinnatus,pelecaniformes,ardeidae,"herons, ibis, and allies",,"herons, egrets, and bitterns"
7127,species,amebit,american bittern,botaurus lentiginosus,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7128,species,grebit1,great bittern,botaurus stellaris,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7131,species,ausbit1,australasian bittern,botaurus poiciloptilus,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7132,species,zigher1,zigzag heron,zebrilus undulatus,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7133,species,yelbit,yellow bittern,ixobrychus sinensis,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7134,species,litbit1,little bittern,ixobrychus minutus,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7135,issf,litbit2,little bittern (little),ixobrychus minutus minutus,pelecaniformes,ardeidae,,litbit1,"herons, egrets, and bitterns"
7136,issf,litbit3,little bittern (african),ixobrychus minutus payesii,pelecaniformes,ardeidae,,litbit1,"herons, egrets, and bitterns"
7137,issf,litbit4,little bittern (madagascar),ixobrychus minutus podiceps,pelecaniformes,ardeidae,,litbit1,"herons, egrets, and bitterns"
7138,species,bkbbit1,black-backed bittern,ixobrychus dubius,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7139,species,nezbit1,new zealand bittern,ixobrychus novaezelandiae,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7140,species,schbit1,schrenck's bittern,ixobrychus eurhythmus,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7141,species,cinbit1,cinnamon bittern,ixobrychus cinnamomeus,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7142,slash,y00389,yellow/cinnamon bittern,ixobrychus sinensis/cinnamomeus,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7143,slash,y01116,schrenck's/cinnamon bittern,ixobrychus eurhythmus/cinnamomeus,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7144,species,dwabit1,dwarf bittern,ixobrychus sturmii,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7145,species,blabit1,black bittern,ixobrychus flavicollis,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7149,species,leabit,least bittern,ixobrychus exilis,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7155,species,stbbit1,stripe-backed bittern,ixobrychus involucris,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7156,spuh,smabit1,small bittern sp.,ixobrychus sp.,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7157,species,ruther1,rufescent tiger-heron,tigrisoma lineatum,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7160,species,father1,fasciated tiger-heron,tigrisoma fasciatum,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7164,species,btther1,bare-throated tiger-heron,tigrisoma mexicanum,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7165,spuh,tigerh1,tiger-heron sp.,tigrisoma sp.,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7166,species,forbit1,forest bittern,zonerodius heliosylus,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7167,species,whcbit1,white-crested bittern,tigriornis leucolopha,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7168,species,grbher3,great blue heron,ardea herodias,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7169,issf,grbher,great blue heron (great blue),ardea herodias [herodias group],pelecaniformes,ardeidae,,grbher3,"herons, egrets, and bitterns"
7174,issf,grwher,great blue heron (great white),ardea herodias occidentalis,pelecaniformes,ardeidae,,grbher3,"herons, egrets, and bitterns"
7175,intergrade,wurher,great blue heron (wurdemann's),ardea herodias wardi x occidentalis,pelecaniformes,ardeidae,,grbher3,"herons, egrets, and bitterns"
7176,species,graher1,gray heron,ardea cinerea,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7177,issf,gryher1,gray heron (gray),ardea cinerea cinerea/jouyi,pelecaniformes,ardeidae,,graher1,"herons, egrets, and bitterns"
7180,issf,gryher3,gray heron (madagascar),ardea cinerea firasa,pelecaniformes,ardeidae,,graher1,"herons, egrets, and bitterns"
7181,issf,gryher2,gray heron (mauritanian),ardea cinerea monicae,pelecaniformes,ardeidae,,graher1,"herons, egrets, and bitterns"
7182,species,cocher1,cocoi heron,ardea cocoi,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7183,hybrid,x00784,great blue x cocoi heron (hybrid),ardea herodias x cocoi,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7184,slash,y00834,great blue/cocoi heron,ardea herodias/cocoi,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7185,species,pacher1,pacific heron,ardea pacifica,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7186,species,blhher1,black-headed heron,ardea melanocephala,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7187,species,humher1,humblot's heron,ardea humbloti,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7188,species,whbher2,white-bellied heron,ardea insignis,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7189,species,grbher2,great-billed heron,ardea sumatrana,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7192,species,golher1,goliath heron,ardea goliath,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7193,species,purher1,purple heron,ardea purpurea,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7194,issf,purher2,purple heron (bourne's),ardea purpurea bournei,pelecaniformes,ardeidae,,purher1,"herons, egrets, and bitterns"
7195,issf,purher3,purple heron (purple),ardea purpurea [purpurea group],pelecaniformes,ardeidae,,purher1,"herons, egrets, and bitterns"
7199,slash,y01021,gray/purple heron,ardea cinerea/purpurea,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7200,species,greegr,great egret,ardea alba,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7201,issf,greegr1,great egret (eurasian),ardea alba alba,pelecaniformes,ardeidae,,greegr,"herons, egrets, and bitterns"
7202,issf,greegr4,great egret (african),ardea alba melanorhynchos,pelecaniformes,ardeidae,,greegr,"herons, egrets, and bitterns"
7203,issf,greegr2,great egret (american),ardea alba egretta,pelecaniformes,ardeidae,,greegr,"herons, egrets, and bitterns"
7204,issf,greegr3,great egret (australasian),ardea alba modesta,pelecaniformes,ardeidae,,greegr,"herons, egrets, and bitterns"
7205,hybrid,x00677,great blue heron x great egret (hybrid),ardea herodias x alba,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7206,hybrid,x00398,gray heron x great egret (hybrid),ardea cinerea x alba,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7207,species,integr,intermediate egret,ardea intermedia,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
7208,issf,integr1,intermediate egret (intermediate),ardea intermedia intermedia,pelecaniformes,ardeidae,,integr,"herons, egrets, and bitterns"
7209,issf,integr2,intermediate egret (plumed),ardea intermedia plumifera,pelecaniformes,ardeidae,,integr,"herons, egrets, and bitterns"
7210,issf,integr3,intermediate egret (yellow-billed),ardea intermedia brachyrhyncha,pelecaniformes,ardeidae,,integr,"herons, egrets, and bitterns"
7211,slash,y00717,great/intermediate egret,ardea alba/intermedia,pelecaniformes,ardeidae,,,"herons, egrets, and bitterns"
